,screen_name,text,date,retweets,favorites,polarizing,chamber,party
9,KatieHill4CA,"I thought I left my book carrying days behind me at @canyons! Week three of Congress Camp — this is a lot of material to cover in just three days... 😂 But we’re all diving in!

Thanks for hosting us, @Kennedy_School! https://t.co/C4raEL0q20",2018-12-04 23:46:00,22,185,0,,
149,timkaine,@PPAVirginia Thank you for all you do!,2017-11-14 20:35:00,1,11,0,Senate,D
54,RepPaulTonko,"#FACT: #Trumpcare threatens #Medicaid health coverage for some 340,000 U.S. veterans &amp; their families: https://t.co/tpRpuWEtF9 #resist https://t.co/vZz2lq7bJP",2017-05-22 15:52:00,7,7,1,House,D
118,RepGosar,RT @cmsandefur: Thank you @RepAndyBiggsAZ @RepBrianFitz @mattgaetz @RepSmucke @RepGosar for advocating for patients' #RightToTry on @HouseF…,2017-11-02 15:22:00,2,0,0,House,R
99,MicheleBachmann,The President wants to raise the debt ceiling. I’ll be a “no” vote when the House votes tonight. http://tiny.cc/wvqkl #tcot #gop,2011-05-31 19:05:00,89,11,1,House,R
98,vgescobar,RT @BobMooreNews: Here’s my @TexasMonthly story on Cody Decker’s return to El Paso. I can’t remember the last time I had this much fun with…,2018-05-04 00:10:00,35,0,0,House,
112,RepSires,Happy St. Patrick’s Day to New Jersey’s 8th District!,2018-03-17 17:25:00,4,7,0,House,D
46,RepKayGranger,"Air Force is honoring Cpt. Jamie Lemieux of Decatur, TX for courage during combat in Iraq.  Read more at https://t.co/nzw60dbDnk    #Courage https://t.co/d5QAgqyhzg",2017-08-04 14:19:00,4,11,0,House,R
65,RepTomReed,With @JDRF Central NY members visiting the women’s suffrage statue this Women’s History Month http://t.co/k4uuoFSmZe,2014-03-12 20:48:00,0,0,0,House,R
36,RepEBJ,"Congrats to Pratt &amp; Whitney - @UTC and its Dallas based facility, for 90 years of innovation in aeronautics and aviation! #DependableEngines",2015-07-28 15:39:00,12,9,0,House,D
1,RepJohnYarmuth,Outrageous: House votes to make devastating $40 billion cuts to #SNAP. Full stmnt: http://t.co/fAaggECLMH #EndHungerNow,2013-09-19 22:23:00,35,7,1,House,D
60,mazieforhawaii,Honored to have been a part of this evening's @apiavote New Faces of Leadership panel w/ @RepJudyChu & @ColleenHanabusa,2011-11-18 04:03:00,0,0,0,Senate,D
4,carolynmccarthy,"House Rs say they want to improve access to jobs, then end a program that helps Americans get access to more... jobs http://t.co/vMQX4gi6",2012-06-13 19:22:00,0,0,1,House,D
54,SteveScalise,"RT @FoxNews: .@SteveScalise on tax reform: ""Hopefully in the next few days we'll see the final framework, get a bill well before Christmas…",2017-12-11 13:04:00,125,0,0,House,R
20,TinaSmithMN,Great example of public works projects that improve communities and grow economy. #GetItDone #BuildMN  https://t.co/vEyG1iApRz,2016-05-18 19:11:00,3,8,0,,
13,RepMcLeod,Pleasure to have spoken with parents at #Ontario - #Montclair School District's Annual Parent Leadership Conference. http://t.co/7k8biEdbIy,2013-02-21 20:06:00,1,0,0,House,D
23,Norma4Congress,"@AraceliMartinez Ola Araceli, quiero comprar la foto con mis hijos.",2014-11-04 22:53:00,0,0,0,,
55,CoryBooker,"I deeply disagree with the decision of the NFL. 

Their decision is an affront to the American ideal of protest and free speech. https://t.co/93SsUuplZX",2018-05-24 23:53:00,2656,13983,1,Senate,D
112,virginiafoxx,"""There should be more competition…"" Would love to hear your thoughts on this q&amp;a from the Economist: http://t.co/C0GyXt08.",2012-08-28 21:17:00,0,0,0,House,R
80,RepRaulGrijalva,"These drugs were seized at a port of entry, and a border wall would not have stopped them. Border security begins with modernizing our ports of entry--not Donald Trump's ridiculous border wall fantasy. #NoBorderWall https://t.co/bonDCvL1OB",2019-02-02 13:45:00,45,123,1,House,D
23,BarbaraBoxer,"Let’s get this straight: it is treason to not applaud someone you strongly disagree with, but it is not treason to give aid and comfort to a dictator who kills journalists and human rights advocates. https://t.co/JAqGXJD5Uv",2018-02-05 22:58:00,92,185,1,,
14,RepRodBlum,Today's #SCRUBact removes outdated red tape &amp; helps create more opportunities for Iowans to live the American Dream: https://t.co/BYSZzhxk0s,2016-01-07 22:55:00,1,1,0,House,R
11,RepDavidYoung,"It’s a beautiful day in Bedford. Had visits at the pharmacy, city hall, and newspaper this morning after a hearty breakfast at The Junction Cafe. https://t.co/W1MUklAyKg",2018-12-17 18:11:00,2,13,0,House,R
79,RepMarcyKaptur,"Today on #HolocaustRemembranceDay we honor and remember the millions who were killed during the holocaust. 

We must remember this tragic history and fight tyranny wherever we see it. https://t.co/58b0dmxtVq",2018-04-12 19:17:00,6,7,0,House,D
40,RepHankJohnson,"Top Democrats Ask Equifax, TransUnion, and Experian: Will You Restore Consumers’ Rights?: https://t.co/s8KEiEq5JO",2017-09-21 19:34:00,5,4,0,House,D
88,RepRonBarber,Congratulations .@korepress on being awarded a @NEAArts grant!,2013-12-19 21:02:00,3,3,0,House,D
96,CongHuelskamp,Join us in Houston for our exciting America First Energy Conference! @HeartlandInst https://t.co/Q7H4o2g177,2017-10-27 18:37:00,2,3,0,House,R
69,RonDeSantisFL,"RT @GovRonDeSantis: On this Easter Sunday, my family and I join millions of Christians worldwide in celebrating the resurrection of our Lor…",2019-04-21 14:50:00,815,0,0,,
132,PramilaJayapal,Great to meet you! https://t.co/NGQ3Zd3WSv,2018-11-05 00:14:00,1,11,0,,
74,Westmoreland_GA,TOMORROW my staff &amp; VA reps will be in Griffin to help any veterans with their claims. More info here: http://t.co/xIFzqXDYdC,2015-09-02 14:00:00,0,0,0,House,R
0,SenTedCruz,"RT @TrevorRWhite: Packed house at B&amp;E Implement in Lamesa as producers hear from @SenTedCruz, @ConawayTX11 and @SecretarySonny at SWCA meet…",2017-09-22 18:04:00,27,0,0,Senate,R
70,SenatorCantwell,"The Affordable Care Act has expanded coverage and driven down #healthcare costs. With it, you can't be denied insurance or charged more just because of your medical history. #ProtectOurCare",2018-12-23 23:00:00,72,240,0,Senate,D
71,RepWesterman,I’m speaking with @5NEWSKathryn about rural broadband in #ar4. Look for the story tonight on @5NEWS! https://t.co/dG11FTadi8,2018-09-04 21:47:00,3,2,0,House,R
44,Ilhan,Loved sharing my story with @ZainabSalbi and @yahoonews. Hope everyone can tune in to this interview! https://t.co/RYC464CSjS,2019-01-29 21:01:00,11,46,0,,
125,BruceBraley,Another view of Tama County flooding along Hwy. 30. http://t.co/uM6Y8cwT6j,2013-05-28 19:57:00,4,0,0,House,D
110,RepHorsford,"Proud of my District Representative Samantha Bivins for sharing her personal story at last week's @VetsVillageLV salon opening. I'm grateful for her help serving Southern Nevada's military and veteran communities. 

https://t.co/NJHBDhUsmQ",2019-02-20 21:53:00,8,16,0,House,D
93,CarolynBMaloney,"October is #breastcancerawareness month! For as little as $32, you can help end breast cancer. Available for sale at the US mint, proceeds from this coin go to the Breast Cancer Research Foundation! Fund the fight, Find the Cure! https://t.co/kWQmmNle4V",2018-10-13 14:03:00,3,5,0,,
127,RepDold,I am proud to support @OrphansOTStorm and #ClearTheShelters’ efforts to help animals in Lake County.#IL10 #YourVoice http://t.co/dd6L914yM0,2015-08-18 15:59:00,1,2,0,House,R
46,GOPLeader,RT @JeffFarrah: .@GOPLeader: positive disruption in all aspects of our lives but that mentality hasn't reached government. #i2Forum https:/…,2016-04-27 16:40:00,6,0,0,House,R
102,SenSanders,"Last night, Trump was in Montana, telling people that Democrats want to ""destroy your Social Security"" and are ""going to ruin your Medicare.""

Really? That's funny... https://t.co/hFCVY8ZZbP",2018-09-07 22:41:00,3379,7816,1,Senate,I
3,RepRooney,"RT @WhySharksMatter: #CHOW2017 @RepRooney (R-my parents' district) is a lifelong sailor, and a member of the Everglades caucus.",2017-06-15 19:34:00,1,0,0,House,R
22,JoeforIndiana,Honored to be in Wayne County tonight for the New Deal Dinner. https://t.co/xEf37PgGoE,2016-10-28 03:20:00,0,3,0,,
34,repjohnkline,"In Rice County yesterday, Northfield Police Chief Monte Nelson showed me flooding areas in that region. http://t.co/73MDF4IQQA",2014-06-22 12:34:00,2,1,0,House,R
13,RepKinzinger,Another chemical attack in #Syria - barrels of chlorine gas attacking mostly women &amp; children. Absolutely sickening. https://t.co/TwKpxxH7DZ,2016-08-02 16:54:00,21,14,0,House,R
92,SpanbergerVA07,"The deadline to register to vote is MONDAY! Register here: https://t.co/TEztVg8DXZ. After you register, show your support for #TeamSpanberger with a new frame for your Facebook profile picture! https://t.co/PReWTW7mDD",2018-10-14 15:30:00,79,79,0,,
1,SenAngusKing,"I’ve pushed for increased rural broadband funding and worked to ensure we have accurate broadband data needed to make smart investments. As co-chair of the Senate Broadband Caucus, I’ll keep working to help rural Maine compete in the modern economy.",2019-06-03 18:29:00,7,46,0,Senate,I
15,RepPeteOlson,Great tour of @OCuSOFT this afternoon to discuss the benefits they are seeing from the #TaxCutsAndJobsAct! Ocusoft is a local #TX22 business that has grown to be a leading competitor in the eye care market over the past 32 years. https://t.co/u6NZgfb8qw,2018-05-02 01:02:00,3,7,0,House,R
65,RepMcCaul,We have an obligation to defend this country.  The Commander-in-Chief needs to #SignTheBill,2015-10-22 19:42:00,5,4,0,House,R
8,Gwen4Congress,RT @OFA_MO: RT @thinkprogress: What happens to poverty if you close the gender wage gap http://t.co/4sBvsNm70S http://t.co/2LYraJkLx7,2014-01-23 19:53:00,7,0,0,,
60,RepReneeEllmers,Happy National #AgDay2016! Be sure to #ThankAFarmer today. #NCAg https://t.co/mAMKqvfccs,2016-03-15 14:21:00,4,3,0,House,R
135,SenDonnelly,"Joe's speaking soon on Senate floor to discuss his latest effort to protect Medicaid, including HIP 2.0. https://t.co/0rujnf4jCE",2017-07-26 17:02:00,45,186,0,Senate,D
5,chiproytx,RT @SerenaMirandaTX: @chiproytx @michellemalkin I’m a San Antonian! Born in El Paso! I am a Latina! I support @realDonaldTrump @POTUS We wi…,2019-08-06 22:15:00,61,0,0,House,
6,RepJohnYarmuth,"Thank you to @UofLWBB for another great season. A disappointing loss today, but the ride was unforgettable. So proud of @CoachJeffWalz and these amazing players. Go Cards! #L1C4",2019-03-31 18:35:00,15,174,0,House,D
81,JohnBoozman,"Yesterday I urged my fellow Senate VA Committee members to approve several bills I support to enhance &amp; improve care and services for #veterans. They're so necessary &amp; important to delivering on the promises made to those who serve this country.

For more: https://t.co/msf3rDgQNm https://t.co/wvdbQBYe9V",2019-05-23 16:09:00,4,15,0,Senate,R
68,SpeakerRyan,Victory Sunday! #GoPackGo https://t.co/CbDvBg57hU,2015-11-23 00:41:00,43,153,0,House,R
40,RepTomGraves,I'm holding a #townhall meeting next Tuesday in Paulding County. All 14th District residents are invited. Info https://t.co/g2qw8Wqcc9,2013-05-20 19:08:00,1,0,0,House,R
69,RepWilson,The #TrumpBudget continues the GOP’s plan to give to the rich while asking hardworking families to make all the sacrifices. https://t.co/TVVT4v2Xdc,2018-02-13 21:00:00,21,32,0,House,D
7,RepJohnRose,"Looking forward to hosting the good people of DeKalb County and surrounding counties tonight for a regional town hall meeting. Tomorrow evening, we'll be in Fentress County. Hope you can join us. https://t.co/lmC0MFFuXQ?",2019-04-15 20:33:00,2,4,0,,
4,RosLehtinen,Met with #SoFla constituents to discuss the need for more research into #tuberculosis vaccines https://t.co/w9a0DfcUmp,2017-03-22 11:42:00,4,11,0,House,R
120,TulsiPress,Interested in interning in my #Hawaii or DC office this spring? Find out more and apply for an internship here: https://t.co/R8VXepbgxJ,2016-11-28 18:30:00,7,35,0,House,D
60,Grace4NY,"Another flipped district thanks to the #BlueWave2018! Congrats, @SteveSternNY — I know you’ll do Suffolk families proud!",2018-04-25 04:07:00,5,19,0,,
74,RepRatcliffe,RT @HouseJudiciary: This Congress @HouseJudiciary has strengthened law enforcement and made America secure.  Offline and Online.  Thanks to…,2018-10-24 13:49:00,23,0,0,House,R
13,dankildee,"RT @HaleyLive: Thank you @dankildee for your leadership, and for stopping by our Novi campaign office today. We are going to flip the house…",2018-11-03 21:59:00,36,0,0,House,D
63,RepJoeNeguse,So grateful to join @COSecofState Jena Griswold at today's #WomensHistoryMonth Luncheon! https://t.co/qvgBqYnBGp,2019-03-20 20:02:00,1,3,0,,
25,RepChrisCollins,RT @POTUS: Ryan’s legacy is etched into eternity. #AmericanSpirit,2017-03-01 03:01:00,6499,0,0,House,R
18,DarrenSoto,Proud to be on Hillary Clinton's Florida leadership team! #sayfie #fdp #flapol @electhillary https://t.co/ZCc5b9mM0k,2015-11-17 14:01:00,1,0,0,,
5,RepFilemonVela,"Today, I stood against the @HouseGOP tax cut bill that will increase our national debt &amp; leave a terrible legacy for our children and grandchildren. I cast my vote against this bill on behalf of South TX working families... https://t.co/uOPIQtEUNq #TaxCutsAndJobsAct",2017-11-16 21:56:00,29,92,1,House,D
124,JohnCornyn,"RT @YCT_TXST: Our officers had a wonderful time at the @HaysRepublican picnic representing @yct from #txst 

We met so many amazing people…",2019-08-13 23:53:00,10,0,0,Senate,R
91,RepRonBarber,"Wonderful to meet the University of Arizona’s first female president, Ann Weaver Hart. She has clear goals for UA. https://t.co/C2UqTwUL",2012-07-17 18:38:00,0,0,0,House,D
78,repbenraylujan,Excited to see New Mexico lead the country in developing the next generation of @AmericaCorps leaders – we’re setting the bar high among the top #AmericaStates striving toward an impressive network of public servants. https://t.co/hNPHfy9lfo,2019-08-14 15:05:00,6,17,0,House,D
11,RepPaulTonko,Tell me your priorities for next year http://t.co/9pmzMRuAGC,2013-12-16 15:30:00,3,0,0,House,D
35,keithellison,RT @keithellison: Proud to be part of this panel today w other progressive AGs at #NN19. We’ll be on FB Live at 1:30 pm EDT at https://t.co…,2019-07-13 16:43:00,4,0,0,House,D
106,RepLowenthal,RT @JustinLBC: Love how @RepLowenthal is photobombing you without effort.  https://t.co/sssxx2NwGs,2016-03-21 13:55:00,1,0,0,House,D
126,teammoulton,RT @MarieOMalley2: Great meeting today @sethmoulton  with members of Healthcare Leadership Council https://t.co/zbA9eO4ao1,2016-08-01 16:18:00,1,0,0,House,D
91,VoteMarsha,"Out of touch with Tennessee values and it shows. 
https://t.co/GJCBNSCFMn",2018-10-04 00:39:00,153,300,1,,
110,RepJoeKennedy,President @BarackObama signed @PeaceCorps Commemoration Act into law today. Thanks to all who stood with me in support my first bill.,2014-01-24 23:00:00,18,19,0,House,D
92,RepDanKildee,"Thank you @UMFlint for the great discussion about our government. When our co-equal branches of government exercise their constitutional power and citizens are engaged, our democracy is stronger and better. https://t.co/BZwhmHQcAD",2018-09-19 19:41:00,2,18,0,House,D
118,RepJoshG,"I'm proud of my work to lower taxes, cut red tape, train workers &amp; invest in infrastructure. It’s an honor to receive the Spirit of Enterprise Award from the @USChamber, a voice for economic growth &amp; a champion for opportunity &amp; prosperity for Americans &amp; businesses of all sizes. https://t.co/und7E4CmcQ",2018-03-22 18:45:00,3,14,0,House,D
32,congbillposey,FDOT has surprised the local community by saying they may delay widening of 95 in south county. http://tiny.cc/GpPmF,2009-12-11 16:29:00,0,0,0,House,R
50,SenatorRounds,RT @southdakota: 2016 marks the country's most Famous Faces turning 75! https://t.co/oHY9z1ciY5 #MountRushmore https://t.co/uR9U8dQo65,2016-02-24 17:01:00,32,0,0,Senate,R
